date,country,confirmed,deaths,recovered
02/03/2020,Macau,8,0,0
02/03/2020,Mainland China,19693,425,614
02/03/2020,South Korea,15,0,0
02/03/2020,Taiwan,10,0,0
02/03/2020,Thailand,19,0,5
02/03/2020,US,11,0,0
02/03/2020,Australia,12,0,2
02/03/2020,Brazil,0,0,0
02/03/2020,Colombia,0,0,0
02/03/2020,Malaysia,8,0,0
02/03/2020,Mexico,0,0,0
02/03/2020,Philippines,2,1,0
02/03/2020,Singapore,18,0,0
02/03/2020,Vietnam,8,0,1
02/03/2020,France,6,0,0
02/03/2020,Nepal,1,0,0
02/03/2020,Canada,4,0,0
02/03/2020,Cambodia,1,0,0
02/03/2020,Ivory Coast,0,0,0
02/03/2020,Sri Lanka,1,0,0
02/03/2020,Germany,12,0,0
02/03/2020,Finland,1,0,0
02/03/2020,United Arab Emirates,5,0,0
02/03/2020,India,3,0,0
02/03/2020,Italy,2,0,0
02/03/2020,Russia,2,0,0
02/03/2020,Sweden,1,0,0
02/03/2020,UK,2,0,0
02/03/2020,Spain,1,0,0
02/03/2020,Belgium,0,0,0
02/03/2020,Others,0,0,0
02/03/2020,Egypt,0,0,0
02/03/2020,Iran,0,0,0
02/03/2020,Israel,0,0,0
02/03/2020,Lebanon,0,0,0
02/03/2020,Iraq,0,0,0
02/03/2020,Afghanistan,0,0,0
02/03/2020,Bahrain,0,0,0
02/03/2020,Kuwait,0,0,0
02/03/2020,Oman,0,0,0
02/03/2020,Algeria,0,0,0
02/03/2020,Austria,0,0,0
02/03/2020,Croatia,0,0,0
02/03/2020,Switzerland,0,0,0
02/03/2020,Georgia,0,0,0
02/03/2020,Greece,0,0,0
02/03/2020,North Macedonia,0,0,0
02/03/2020,Norway,0,0,0
02/03/2020,Pakistan,0,0,0
02/03/2020,Romania,0,0,0
02/03/2020,Denmark,0,0,0
02/03/2020,Estonia,0,0,0
02/03/2020,Netherlands,0,0,0
02/03/2020,San Marino,0,0,0
02/03/2020, Azerbaijan,0,0,0
02/03/2020,Belarus,0,0,0
02/03/2020,Iceland,0,0,0
02/03/2020,Lithuania,0,0,0
02/03/2020,New Zealand,0,0,0
02/03/2020,Nigeria,0,0,0
02/03/2020,North Ireland,0,0,0
02/03/2020,Ireland,0,0,0
02/03/2020,Luxembourg,0,0,0
02/03/2020,Monaco,0,0,0
02/03/2020,Qatar,0,0,0
02/03/2020,Armenia,0,0,0
02/03/2020,Azerbaijan,0,0,0
02/03/2020,Czech Republic,0,0,0
02/03/2020,Dominican Republic,0,0,0
02/03/2020,Ecuador,0,0,0
02/03/2020,Andorra,0,0,0
02/03/2020,Indonesia,0,0,0
02/03/2020,Latvia,0,0,0
02/03/2020,Morocco,0,0,0
02/03/2020,Portugal,0,0,0
02/03/2020,Saudi Arabia,0,0,0
02/03/2020,Senegal,0,0,0
02/03/2020,Argentina,0,0,0
02/03/2020,Chile,0,0,0
02/03/2020,Jordan,0,0,0
02/03/2020,Ukraine,0,0,0
02/03/2020,Faroe Islands,0,0,0
02/03/2020,Gibraltar,0,0,0
02/03/2020,Hungary,0,0,0
02/03/2020,Liechtenstein,0,0,0
02/03/2020,Poland,0,0,0
02/03/2020,Saint Barthelemy,0,0,0
02/03/2020,Tunisia,0,0,0
02/03/2020,Bosnia and Herzegovina,0,0,0
02/03/2020,Palestine,0,0,0
02/03/2020,Slovenia,0,0,0
02/03/2020,South Africa,0,0,0
02/03/2020,Bhutan,0,0,0
02/03/2020,Cameroon,0,0,0
02/03/2020,Costa Rica,0,0,0
02/03/2020,Peru,0,0,0
02/03/2020,Serbia,0,0,0
02/03/2020,Slovakia,0,0,0
02/03/2020,Togo,0,0,0
02/03/2020,Vatican City,0,0,0
02/03/2020,French Guiana,0,0,0
02/03/2020,Malta,0,0,0
02/03/2020,Martinique,0,0,0
02/03/2020,Bangladesh,0,0,0
02/03/2020,Bulgaria,0,0,0
02/03/2020,Maldives,0,0,0
02/03/2020,Moldova,0,0,0
02/03/2020,Paraguay,0,0,0
02/03/2020,Republic of Ireland,0,0,0
02/03/2020,Albania,0,0,0
02/03/2020,Brunei,0,0,0
02/03/2020,Cyprus,0,0,0
02/03/2020,St. Martin,0,0,0
02/03/2020,"('St. Martin',)",0,0,0
02/03/2020,Burkina Faso,0,0,0
02/03/2020,Channel Islands,0,0,0
02/03/2020,Holy See,0,0,0
02/03/2020,Mongolia,0,0,0
02/03/2020,Panama,0,0,0
02/03/2020,occupied Palestinian territory,0,0,0
02/03/2020,Bolivia,0,0,0
02/03/2020,Congo (Kinshasa),0,0,0
02/03/2020,Honduras,0,0,0
02/03/2020,Jamaica,0,0,0
02/03/2020,Reunion,0,0,0
02/03/2020,Turkey,0,0,0
02/03/2020,Cuba,0,0,0
02/03/2020,Guyana,0,0,0
02/03/2020,Antigua and Barbuda,0,0,0
02/03/2020,Aruba,0,0,0
02/03/2020,Cayman Islands,0,0,0
02/03/2020,Ethiopia,0,0,0
02/03/2020,Guadeloupe,0,0,0
02/03/2020,Guinea,0,0,0
02/03/2020,Kazakhstan,0,0,0
02/03/2020,Kenya,0,0,0
02/03/2020,Sudan,0,0,0
02/03/2020,Curacao,0,0,0
02/03/2020,Eswatini,0,0,0
02/03/2020,Gabon,0,0,0
02/03/2020,Ghana,0,0,0
02/03/2020,Guatemala,0,0,0
02/03/2020,Guernsey,0,0,0
02/03/2020,Jersey,0,0,0
02/03/2020,Mauritania,0,0,0
02/03/2020,Namibia,0,0,0
02/03/2020,Rwanda,0,0,0
02/03/2020,Saint Lucia,0,0,0
02/03/2020,Saint Vincent and the Grenadines,0,0,0
02/03/2020,Seychelles,0,0,0
02/03/2020,Suriname,0,0,0
02/03/2020,Trinidad and Tobago,0,0,0
02/03/2020,Uruguay,0,0,0
02/03/2020,Venezuela,0,0,0
02/03/2020,Central African Republic,0,0,0
02/03/2020,Congo (Brazzaville),0,0,0
02/03/2020,Equatorial Guinea,0,0,0
02/03/2020,Kosovo,0,0,0
02/03/2020,Uzbekistan,0,0,0
02/03/2020,Benin,0,0,0
02/03/2020,Greenland,0,0,0
02/03/2020,Guam,0,0,0
02/03/2020,Liberia,0,0,0
02/03/2020,Mayotte,0,0,0
02/03/2020,Puerto Rico,0,0,0
02/03/2020,Republic of the Congo,0,0,0
02/03/2020,Somalia,0,0,0
02/03/2020,Tanzania,0,0,0
02/03/2020,The Bahamas,0,0,0
02/03/2020,Barbados,0,0,0
02/03/2020,Montenegro,0,0,0
02/03/2020,The Gambia,0,0,0
02/03/2020,Djibouti,0,0,0
02/03/2020,"Gambia, The",0,0,0
02/03/2020,Kyrgyzstan,0,0,0
02/03/2020,Mauritius,0,0,0
02/03/2020,Zambia,0,0,0
02/03/2020,"Bahamas, The",0,0,0
02/03/2020,Chad,0,0,0
02/03/2020,El Salvador,0,0,0
02/03/2020,Fiji,0,0,0
02/03/2020,Nicaragua,0,0,0
02/03/2020,Angola,0,0,0
02/03/2020,Cabo Verde,0,0,0
02/03/2020,Haiti,0,0,0
02/03/2020,Madagascar,0,0,0
02/03/2020,Niger,0,0,0
02/03/2020,Papua New Guinea,0,0,0
02/03/2020,Zimbabwe,0,0,0
02/03/2020,Cape Verde,0,0,0
02/03/2020,East Timor,0,0,0
02/03/2020,Eritrea,0,0,0
02/03/2020,Uganda,0,0,0
02/03/2020,Bahamas,0,0,0
02/03/2020,Dominica,0,0,0
02/03/2020,Gambia,0,0,0
02/03/2020,Grenada,0,0,0
02/03/2020,Mozambique,0,0,0
02/03/2020,Syria,0,0,0
02/03/2020,Timor-Leste,0,0,0
02/03/2020,Belize,0,0,0
02/03/2020,Laos,0,0,0
02/03/2020,Libya,0,0,0
02/03/2020,Diamond Princess,0,0,0
02/03/2020,Guinea-Bissau,0,0,0
02/03/2020,Mali,0,0,0
02/03/2020,Saint Kitts and Nevis,0,0,0
02/03/2020,West Bank and Gaza,0,0,0
02/03/2020,Burma,0,0,0
02/03/2020,MS Zaandam,0,0,0
02/03/2020,Botswana,0,0,0
02/03/2020,Burundi,0,0,0
02/03/2020,Sierra Leone,0,0,0
02/03/2020,Malawi,0,0,0
02/03/2020,South Sudan,0,0,0
02/03/2020,Western Sahara,0,0,0
02/04/2020,Hong Kong,17,1,0
02/04/2020,Japan,22,0,1
02/04/2020,Macau,10,0,0
02/04/2020,Mainland China,23680,490,843
02/04/2020,South Korea,16,0,0
02/04/2020,Taiwan,11,0,0
02/04/2020,Thailand,25,0,5
02/04/2020,US,11,0,0
02/04/2020,Australia,13,0,2
02/04/2020,Brazil,0,0,0
02/04/2020,Colombia,0,0,0
02/04/2020,Malaysia,10,0,0
02/04/2020,Mexico,0,0,0
02/04/2020,Philippines,2,1,0
02/04/2020,Singapore,24,0,0
02/04/2020,Vietnam,8,0,1
02/04/2020,France,6,0,0
02/04/2020,Nepal,1,0,0
02/04/2020,Canada,4,0,0
02/04/2020,Cambodia,1,0,0
02/04/2020,Ivory Coast,0,0,0
02/04/2020,Sri Lanka,1,0,0
02/04/2020,Germany,12,0,0
02/04/2020,Finland,1,0,0
02/04/2020,United Arab Emirates,5,0,0
02/04/2020,India,3,0,0
02/04/2020,Italy,2,0,0
02/04/2020,Russia,2,0,0
02/04/2020,Sweden,1,0,0
02/04/2020,UK,2,0,0
02/04/2020,Spain,1,0,0
02/04/2020,Belgium,1,0,0
02/04/2020,Others,0,0,0
02/04/2020,Egypt,0,0,0
02/04/2020,Iran,0,0,0
02/04/2020,Israel,0,0,0
02/04/2020,Lebanon,0,0,0
02/04/2020,Iraq,0,0,0
02/04/2020,Afghanistan,0,0,0
02/04/2020,Bahrain,0,0,0
02/04/2020,Kuwait,0,0,0
02/04/2020,Oman,0,0,0
02/04/2020,Algeria,0,0,0
02/04/2020,Austria,0,0,0
02/04/2020,Croatia,0,0,0
02/04/2020,Switzerland,0,0,0
02/04/2020,Georgia,0,0,0
02/04/2020,Greece,0,0,0
02/04/2020,North Macedonia,0,0,0
02/04/2020,Norway,0,0,0
02/04/2020,Pakistan,0,0,0
02/04/2020,Romania,0,0,0
02/04/2020,Denmark,0,0,0
02/04/2020,Estonia,0,0,0
02/04/2020,Netherlands,0,0,0
02/04/2020,San Marino,0,0,0
02/04/2020, Azerbaijan,0,0,0
02/04/2020,Belarus,0,0,0
02/04/2020,Iceland,0,0,0
02/04/2020,Lithuania,0,0,0
02/04/2020,New Zealand,0,0,0
02/04/2020,Nigeria,0,0,0
02/04/2020,North Ireland,0,0,0
02/04/2020,Ireland,0,0,0
02/04/2020,Luxembourg,0,0,0
02/04/2020,Monaco,0,0,0
02/04/2020,Qatar,0,0,0
02/04/2020,Armenia,0,0,0
02/04/2020,Azerbaijan,0,0,0
02/04/2020,Czech Republic,0,0,0
02/04/2020,Dominican Republic,0,0,0
02/04/2020,Ecuador,0,0,0
02/04/2020,Andorra,0,0,0
02/04/2020,Indonesia,0,0,0
02/04/2020,Latvia,0,0,0
02/04/2020,Morocco,0,0,0
02/04/2020,Portugal,0,0,0
02/04/2020,Saudi Arabia,0,0,0
02/04/2020,Senegal,0,0,0
02/04/2020,Argentina,0,0,0
02/04/2020,Chile,0,0,0
02/04/2020,Jordan,0,0,0
02/04/2020,Ukraine,0,0,0
02/04/2020,Faroe Islands,0,0,0
02/04/2020,Gibraltar,0,0,0
02/04/2020,Hungary,0,0,0
02/04/2020,Liechtenstein,0,0,0
02/04/2020,Poland,0,0,0
02/04/2020,Saint Barthelemy,0,0,0
02/04/2020,Tunisia,0,0,0
02/04/2020,Bosnia and Herzegovina,0,0,0
02/04/2020,Palestine,0,0,0
02/04/2020,Slovenia,0,0,0
02/04/2020,South Africa,0,0,0
02/04/2020,Bhutan,0,0,0
02/04/2020,Cameroon,0,0,0
02/04/2020,Costa Rica,0,0,0
02/04/2020,Peru,0,0,0
02/04/2020,Serbia,0,0,0
02/04/2020,Slovakia,0,0,0
02/04/2020,Togo,0,0,0
02/04/2020,Vatican City,0,0,0
02/04/2020,French Guiana,0,0,0
02/04/2020,Malta,0,0,0
02/04/2020,Martinique,0,0,0
02/04/2020,Bangladesh,0,0,0
02/04/2020,Bulgaria,0,0,0
02/04/2020,Maldives,0,0,0
02/04/2020,Moldova,0,0,0
02/04/2020,Paraguay,0,0,0
02/04/2020,Republic of Ireland,0,0,0
02/04/2020,Albania,0,0,0
02/04/2020,Brunei,0,0,0
02/04/2020,Cyprus,0,0,0
02/04/2020,St. Martin,0,0,0
02/04/2020,"('St. Martin',)",0,0,0
02/04/2020,Burkina Faso,0,0,0
02/04/2020,Channel Islands,0,0,0
02/04/2020,Holy See,0,0,0
02/04/2020,Mongolia,0,0,0
02/04/2020,Panama,0,0,0
02/04/2020,occupied Palestinian territory,0,0,0
02/04/2020,Bolivia,0,0,0
02/04/2020,Congo (Kinshasa),0,0,0
02/04/2020,Honduras,0,0,0
02/04/2020,Jamaica,0,0,0
02/04/2020,Reunion,0,0,0
02/04/2020,Turkey,0,0,0
02/04/2020,Cuba,0,0,0
02/04/2020,Guyana,0,0,0
02/04/2020,Antigua and Barbuda,0,0,0
02/04/2020,Aruba,0,0,0
02/04/2020,Cayman Islands,0,0,0
02/04/2020,Ethiopia,0,0,0
02/04/2020,Guadeloupe,0,0,0
02/04/2020,Guinea,0,0,0
02/04/2020,Kazakhstan,0,0,0
02/04/2020,Kenya,0,0,0
02/04/2020,Sudan,0,0,0
02/04/2020,Curacao,0,0,0
02/04/2020,Eswatini,0,0,0
02/04/2020,Gabon,0,0,0
02/04/2020,Ghana,0,0,0
02/04/2020,Guatemala,0,0,0
02/04/2020,Guernsey,0,0,0
02/04/2020,Jersey,0,0,0
02/04/2020,Mauritania,0,0,0
02/04/2020,Namibia,0,0,0
02/04/2020,Rwanda,0,0,0
02/04/2020,Saint Lucia,0,0,0
02/04/2020,Saint Vincent and the Grenadines,0,0,0
02/04/2020,Seychelles,0,0,0
02/04/2020,Suriname,0,0,0
02/04/2020,Trinidad and Tobago,0,0,0
02/04/2020,Uruguay,0,0,0
02/04/2020,Venezuela,0,0,0
02/04/2020,Central African Republic,0,0,0
02/04/2020,Congo (Brazzaville),0,0,0
02/04/2020,Equatorial Guinea,0,0,0
02/04/2020,Kosovo,0,0,0
02/04/2020,Uzbekistan,0,0,0
02/04/2020,Benin,0,0,0
02/04/2020,Greenland,0,0,0
02/04/2020,Guam,0,0,0
02/04/2020,Liberia,0,0,0
02/04/2020,Mayotte,0,0,0
02/04/2020,Puerto Rico,0,0,0
02/04/2020,Republic of the Congo,0,0,0
02/04/2020,Somalia,0,0,0
02/04/2020,Tanzania,0,0,0
02/04/2020,The Bahamas,0,0,0
02/04/2020,Barbados,0,0,0
02/04/2020,Montenegro,0,0,0
02/04/2020,The Gambia,0,0,0
02/04/2020,Djibouti,0,0,0
02/04/2020,"Gambia, The",0,0,0
02/04/2020,Kyrgyzstan,0,0,0
02/04/2020,Mauritius,0,0,0
02/04/2020,Zambia,0,0,0
02/04/2020,"Bahamas, The",0,0,0
02/04/2020,Chad,0,0,0
02/04/2020,El Salvador,0,0,0
02/04/2020,Fiji,0,0,0
02/04/2020,Nicaragua,0,0,0
02/04/2020,Angola,0,0,0
02/04/2020,Cabo Verde,0,0,0
02/04/2020,Haiti,0,0,0
02/04/2020,Madagascar,0,0,0
02/04/2020,Niger,0,0,0
02/04/2020,Papua New Guinea,0,0,0
02/04/2020,Zimbabwe,0,0,0
02/04/2020,Cape Verde,0,0,0
02/04/2020,East Timor,0,0,0
02/04/2020,Eritrea,0,0,0
02/04/2020,Uganda,0,0,0
02/04/2020,Bahamas,0,0,0
02/04/2020,Dominica,0,0,0
02/04/2020,Gambia,0,0,0
02/04/2020,Grenada,0,0,0
02/04/2020,Mozambique,0,0,0
02/04/2020,Syria,0,0,0
02/04/2020,Timor-Leste,0,0,0
02/04/2020,Belize,0,0,0
02/04/2020,Laos,0,0,0
02/04/2020,Libya,0,0,0
02/04/2020,Diamond Princess,0,0,0
02/04/2020,Guinea-Bissau,0,0,0
02/04/2020,Mali,0,0,0
02/04/2020,Saint Kitts and Nevis,0,0,0
02/04/2020,West Bank and Gaza,0,0,0
02/04/2020,Burma,0,0,0
02/04/2020,MS Zaandam,0,0,0
02/04/2020,Botswana,0,0,0
02/04/2020,Burundi,0,0,0
02/04/2020,Sierra Leone,0,0,0
02/04/2020,Malawi,0,0,0
02/04/2020,South Sudan,0,0,0
02/04/2020,Western Sahara,0,0,0
02/05/2020,Hong Kong,21,1,0
02/05/2020,Japan,22,0,1
02/05/2020,Macau,10,0,0
02/05/2020,Mainland China,27409,562,1115
02/05/2020,South Korea,19,0,0
02/05/2020,Taiwan,11,0,0
02/05/2020,Thailand,25,0,5
02/05/2020,US,12,0,0
02/05/2020,Australia,13,0,2
02/05/2020,Brazil,0,0,0
02/05/2020,Colombia,0,0,0
02/05/2020,Malaysia,12,0,0
02/05/2020,Mexico,0,0,0
02/05/2020,Philippines,2,1,0
02/05/2020,Singapore,28,0,0
02/05/2020,Vietnam,8,0,1
02/05/2020,France,6,0,0
02/05/2020,Nepal,1,0,0
02/05/2020,Canada,5,0,0
02/05/2020,Cambodia,1,0,0
02/05/2020,Ivory Coast,0,0,0
02/05/2020,Sri Lanka,1,0,0
02/05/2020,Germany,12,0,0
02/05/2020,Finland,1,0,0
02/05/2020,United Arab Emirates,5,0,0
02/05/2020,India,3,0,0
02/05/2020,Italy,2,0,0
02/05/2020,Russia,2,0,0
02/05/2020,Sweden,1,0,0
02/05/2020,UK,2,0,0
02/05/2020,Spain,1,0,0
02/05/2020,Belgium,1,0,0
02/05/2020,Others,0,0,0
02/05/2020,Egypt,0,0,0
02/05/2020,Iran,0,0,0
02/05/2020,Israel,0,0,0
02/05/2020,Lebanon,0,0,0
02/05/2020,Iraq,0,0,0
02/05/2020,Afghanistan,0,0,0
02/05/2020,Bahrain,0,0,0
02/05/2020,Kuwait,0,0,0
02/05/2020,Oman,0,0,0
02/05/2020,Algeria,0,0,0
02/05/2020,Austria,0,0,0
02/05/2020,Croatia,0,0,0
02/05/2020,Switzerland,0,0,0
02/05/2020,Georgia,0,0,0
02/05/2020,Greece,0,0,0
02/05/2020,North Macedonia,0,0,0
02/05/2020,Norway,0,0,0
02/05/2020,Pakistan,0,0,0
02/05/2020,Romania,0,0,0
02/05/2020,Denmark,0,0,0
02/05/2020,Estonia,0,0,0
02/05/2020,Netherlands,0,0,0
02/05/2020,San Marino,0,0,0
02/05/2020, Azerbaijan,0,0,0
02/05/2020,Belarus,0,0,0
02/05/2020,Iceland,0,0,0
02/05/2020,Lithuania,0,0,0
02/05/2020,New Zealand,0,0,0
02/05/2020,Nigeria,0,0,0
02/05/2020,North Ireland,0,0,0
02/05/2020,Ireland,0,0,0
02/05/2020,Luxembourg,0,0,0
02/05/2020,Monaco,0,0,0
02/05/2020,Qatar,0,0,0
02/05/2020,Armenia,0,0,0
02/05/2020,Azerbaijan,0,0,0
02/05/2020,Czech Republic,0,0,0
02/05/2020,Dominican Republic,0,0,0
02/05/2020,Ecuador,0,0,0
02/05/2020,Andorra,0,0,0
02/05/2020,Indonesia,0,0,0
02/05/2020,Latvia,0,0,0
02/05/2020,Morocco,0,0,0
02/05/2020,Portugal,0,0,0
02/05/2020,Saudi Arabia,0,0,0
02/05/2020,Senegal,0,0,0
02/05/2020,Argentina,0,0,0
02/05/2020,Chile,0,0,0
02/05/2020,Jordan,0,0,0
02/05/2020,Ukraine,0,0,0
02/05/2020,Faroe Islands,0,0,0
02/05/2020,Gibraltar,0,0,0
02/05/2020,Hungary,0,0,0
02/05/2020,Liechtenstein,0,0,0
02/05/2020,Poland,0,0,0
02/05/2020,Saint Barthelemy,0,0,0
02/05/2020,Tunisia,0,0,0
02/05/2020,Bosnia and Herzegovina,0,0,0
02/05/2020,Palestine,0,0,0
02/05/2020,Slovenia,0,0,0
02/05/2020,South Africa,0,0,0
02/05/2020,Bhutan,0,0,0
02/05/2020,Cameroon,0,0,0
02/05/2020,Costa Rica,0,0,0
02/05/2020,Peru,0,0,0
02/05/2020,Serbia,0,0,0
02/05/2020,Slovakia,0,0,0
02/05/2020,Togo,0,0,0
02/05/2020,Vatican City,0,0,0
02/05/2020,French Guiana,0,0,0
02/05/2020,Malta,0,0,0
02/05/2020,Martinique,0,0,0
02/05/2020,Bangladesh,0,0,0
02/05/2020,Bulgaria,0,0,0
02/05/2020,Maldives,0,0,0
02/05/2020,Moldova,0,0,0
02/05/2020,Paraguay,0,0,0
02/05/2020,Republic of Ireland,0,0,0
02/05/2020,Albania,0,0,0
02/05/2020,Brunei,0,0,0
02/05/2020,Cyprus,0,0,0
02/05/2020,St. Martin,0,0,0
02/05/2020,"('St. Martin',)",0,0,0
02/05/2020,Burkina Faso,0,0,0
02/05/2020,Channel Islands,0,0,0
02/05/2020,Holy See,0,0,0
02/05/2020,Mongolia,0,0,0
02/05/2020,Panama,0,0,0
02/05/2020,occupied Palestinian territory,0,0,0
02/05/2020,Bolivia,0,0,0
02/05/2020,Congo (Kinshasa),0,0,0
02/05/2020,Honduras,0,0,0
02/05/2020,Jamaica,0,0,0
02/05/2020,Reunion,0,0,0
02/05/2020,Turkey,0,0,0
02/05/2020,Cuba,0,0,0
02/05/2020,Guyana,0,0,0
02/05/2020,Antigua and Barbuda,0,0,0
02/05/2020,Aruba,0,0,0
02/05/2020,Cayman Islands,0,0,0
02/05/2020,Ethiopia,0,0,0
02/05/2020,Guadeloupe,0,0,0
02/05/2020,Guinea,0,0,0
02/05/2020,Kazakhstan,0,0,0
02/05/2020,Kenya,0,0,0
02/05/2020,Sudan,0,0,0
02/05/2020,Curacao,0,0,0
02/05/2020,Eswatini,0,0,0
02/05/2020,Gabon,0,0,0
02/05/2020,Ghana,0,0,0
02/05/2020,Guatemala,0,0,0
02/05/2020,Guernsey,0,0,0
02/05/2020,Jersey,0,0,0
02/05/2020,Mauritania,0,0,0
02/05/2020,Namibia,0,0,0
02/05/2020,Rwanda,0,0,0
02/05/2020,Saint Lucia,0,0,0
02/05/2020,Saint Vincent and the Grenadines,0,0,0
02/05/2020,Seychelles,0,0,0
02/05/2020,Suriname,0,0,0
02/05/2020,Trinidad and Tobago,0,0,0
02/05/2020,Uruguay,0,0,0
02/05/2020,Venezuela,0,0,0
02/05/2020,Central African Republic,0,0,0
02/05/2020,Congo (Brazzaville),0,0,0
02/05/2020,Equatorial Guinea,0,0,0
02/05/2020,Kosovo,0,0,0
02/05/2020,Uzbekistan,0,0,0
02/05/2020,Benin,0,0,0
02/05/2020,Greenland,0,0,0
02/05/2020,Guam,0,0,0
02/05/2020,Liberia,0,0,0
02/05/2020,Mayotte,0,0,0
02/05/2020,Puerto Rico,0,0,0
02/05/2020,Republic of the Congo,0,0,0
02/05/2020,Somalia,0,0,0
02/05/2020,Tanzania,0,0,0
02/05/2020,The Bahamas,0,0,0
02/05/2020,Barbados,0,0,0
02/05/2020,Montenegro,0,0,0
02/05/2020,The Gambia,0,0,0
02/05/2020,Djibouti,0,0,0
02/05/2020,"Gambia, The",0,0,0
02/05/2020,Kyrgyzstan,0,0,0
02/05/2020,Mauritius,0,0,0
02/05/2020,Zambia,0,0,0
02/05/2020,"Bahamas, The",0,0,0
02/05/2020,Chad,0,0,0
02/05/2020,El Salvador,0,0,0
02/05/2020,Fiji,0,0,0
02/05/2020,Nicaragua,0,0,0
02/05/2020,Angola,0,0,0
02/05/2020,Cabo Verde,0,0,0
02/05/2020,Haiti,0,0,0
02/05/2020,Madagascar,0,0,0
02/05/2020,Niger,0,0,0
02/05/2020,Papua New Guinea,0,0,0
02/05/2020,Zimbabwe,0,0,0
02/05/2020,Cape Verde,0,0,0
02/05/2020,East Timor,0,0,0
02/05/2020,Eritrea,0,0,0
02/05/2020,Uganda,0,0,0
02/05/2020,Bahamas,0,0,0
02/05/2020,Dominica,0,0,0
02/05/2020,Gambia,0,0,0
02/05/2020,Grenada,0,0,0
02/05/2020,Mozambique,0,0,0
02/05/2020,Syria,0,0,0
02/05/2020,Timor-Leste,0,0,0
02/05/2020,Belize,0,0,0
02/05/2020,Laos,0,0,0
02/05/2020,Libya,0,0,0
02/05/2020,Diamond Princess,0,0,0
02/05/2020,Guinea-Bissau,0,0,0
02/05/2020,Mali,0,0,0
02/05/2020,Saint Kitts and Nevis,0,0,0
02/05/2020,West Bank and Gaza,0,0,0
02/05/2020,Burma,0,0,0
02/05/2020,MS Zaandam,0,0,0
02/05/2020,Botswana,0,0,0
02/05/2020,Burundi,0,0,0
02/05/2020,Sierra Leone,0,0,0
02/05/2020,Malawi,0,0,0
02/05/2020,South Sudan,0,0,0
02/05/2020,Western Sahara,0,0,0
02/06/2020,Hong Kong,24,1,0
02/06/2020,Japan,45,0,1
02/06/2020,Macau,10,0,1
02/06/2020,Mainland China,30553,632,1476
02/06/2020,South Korea,23,0,0
02/06/2020,Taiwan,16,0,1
02/06/2020,Thailand,25,0,5
02/06/2020,US,12,0,0
02/06/2020,Australia,14,0,2
02/06/2020,Brazil,0,0,0
02/06/2020,Colombia,0,0,0
02/06/2020,Malaysia,12,0,0
02/06/2020,Mexico,0,0,0
02/06/2020,Philippines,2,1,0
02/06/2020,Singapore,28,0,0
02/06/2020,Vietnam,10,0,1
02/06/2020,France,6,0,0
02/06/2020,Nepal,1,0,0
02/06/2020,Canada,5,0,0
02/06/2020,Cambodia,1,0,0
02/06/2020,Ivory Coast,0,0,0
02/06/2020,Sri Lanka,1,0,0
02/06/2020,Germany,12,0,0
02/06/2020,Finland,1,0,0
02/06/2020,United Arab Emirates,5,0,0
02/06/2020,India,3,0,0
02/06/2020,Italy,2,0,0
02/06/2020,Russia,2,0,0
02/06/2020,Sweden,1,0,0
02/06/2020,UK,2,0,0
02/06/2020,Spain,1,0,0
02/06/2020,Belgium,1,0,0
02/06/2020,Others,0,0,0
02/06/2020,Egypt,0,0,0
02/06/2020,Iran,0,0,0
02/06/2020,Israel,0,0,0
02/06/2020,Lebanon,0,0,0
02/06/2020,Iraq,0,0,0
02/06/2020,Afghanistan,0,0,0
02/06/2020,Bahrain,0,0,0
02/06/2020,Kuwait,0,0,0
02/06/2020,Oman,0,0,0
02/06/2020,Algeria,0,0,0
02/06/2020,Austria,0,0,0
02/06/2020,Croatia,0,0,0
02/06/2020,Switzerland,0,0,0
02/06/2020,Georgia,0,0,0
02/06/2020,Greece,0,0,0
02/06/2020,North Macedonia,0,0,0
02/06/2020,Norway,0,0,0
02/06/2020,Pakistan,0,0,0
02/06/2020,Romania,0,0,0
02/06/2020,Denmark,0,0,0
02/06/2020,Estonia,0,0,0
02/06/2020,Netherlands,0,0,0
02/06/2020,San Marino,0,0,0
02/06/2020, Azerbaijan,0,0,0
02/06/2020,Belarus,0,0,0
02/06/2020,Iceland,0,0,0
02/06/2020,Lithuania,0,0,0
02/06/2020,New Zealand,0,0,0
02/06/2020,Nigeria,0,0,0
02/06/2020,North Ireland,0,0,0
02/06/2020,Ireland,0,0,0
02/06/2020,Luxembourg,0,0,0
02/06/2020,Monaco,0,0,0
02/06/2020,Qatar,0,0,0
02/06/2020,Armenia,0,0,0
02/06/2020,Azerbaijan,0,0,0
02/06/2020,Czech Republic,0,0,0
02/06/2020,Dominican Republic,0,0,0
02/06/2020,Ecuador,0,0,0
02/06/2020,Andorra,0,0,0
02/06/2020,Indonesia,0,0,0
02/06/2020,Latvia,0,0,0
02/06/2020,Morocco,0,0,0
02/06/2020,Portugal,0,0,0
02/06/2020,Saudi Arabia,0,0,0
02/06/2020,Senegal,0,0,0
02/06/2020,Argentina,0,0,0
02/06/2020,Chile,0,0,0
02/06/2020,Jordan,0,0,0
02/06/2020,Ukraine,0,0,0
02/06/2020,Faroe Islands,0,0,0
02/06/2020,Gibraltar,0,0,0
02/06/2020,Hungary,0,0,0
02/06/2020,Liechtenstein,0,0,0
02/06/2020,Poland,0,0,0
